Invoice_ID,Invoice_Date,Customer_Name,Invoice_Type,Contract_ID,Contract_Status,Contract_End_Date,Amount,Status,Notes
INV01689,2024-02-08,GHI Corp,Auto,CON862,Expiring,2024-03-31 00:00:00,24901,Pending,Contract billing
INV01690,2024-03-21,DEF Ltd,Manual,CON618,Expiring,2024-03-31 00:00:00,99521,Paid,Late payment expected
INV01691,2024-03-07,DEF Ltd,Manual,CON176,Expired,2024-03-15 00:00:00,30561,Overdue,Auto-generated from system
INV01692,2024-03-21,DEF Ltd,Auto,CON128,Expiring,2024-03-31 00:00:00,82144,Pending,Late payment expected
INV01693,2024-01-13,PQR Inc,Auto,,No Contract,,24325,Paid,Manual invoice for adhoc work
INV01694,2024-03-17,PQR Inc,Manual,CON456,Active,2024-12-31 00:00:00,23880,Pending,High value client
INV01695,2024-02-27,GHI Corp,Manual,CON134,Expired,2024-03-15 00:00:00,86719,Paid,Recurring billing
INV01696,2024-03-15,ABC Corp,Manual,,No Contract,,36598,Overdue,Adjustment entry
INV01697,2024-03-23,PQR Inc,Manual,CON319,Expiring,2024-03-31 00:00:00,11214,Paid,High value client
INV01698,2024-03-26,XYZ Ltd,Manual,,No Contract,,67874,Overdue,Auto-generated from system
INV01699,2024-03-07,LMN Pvt,Manual,CON481,Expiring,2024-03-31 00:00:00,37740,Paid,Manual invoice for adhoc work
INV01700,2024-03-24,GHI Corp,Manual,CON440,Expiring,2024-03-31 00:00:00,76126,Paid,High value client
INV01701,2024-01-12,DEF Ltd,Manual,CON847,Expiring,2024-03-31 00:00:00,68144,Pending,Manual invoice for adhoc work
INV01702,2024-02-09,ABC Corp,Auto,CON996,Expired,2024-03-15 00:00:00,65041,Paid,High value client
INV01703,2024-02-13,GHI Corp,Manual,,No Contract,,92862,Paid,Late payment expected
INV01704,2024-01-10,LMN Pvt,Manual,,No Contract,,46303,Pending,Recurring billing
INV01705,2024-02-10,LMN Pvt,Auto,CON925,Expiring,2024-03-31 00:00:00,64261,Pending,Urgent invoice
INV01706,2024-02-09,DEF Ltd,Manual,CON361,Expiring,2024-03-31 00:00:00,39520,Pending,Adjustment entry
INV01707,2024-03-27,GHI Corp,Manual,CON929,Expiring,2024-03-31 00:00:00,22906,Paid,Contract billing
INV01708,2024-01-09,PQR Inc,Auto,,No Contract,,97329,Overdue,Adjustment entry
INV01709,2024-02-10,DEF Ltd,Auto,,No Contract,,50498,Pending,High value client
INV01710,2024-01-08,ABC Corp,Auto,CON895,Expired,2024-03-15 00:00:00,15738,Overdue,Auto-generated from system
INV01711,2024-02-03,ABC Corp,Auto,CON521,Expiring,2024-03-31 00:00:00,80423,Overdue,Contract billing
INV01712,2024-01-21,GHI Corp,Auto,CON220,Active,2024-12-31 00:00:00,65268,Overdue,Urgent invoice
INV01713,2024-02-04,LMN Pvt,Manual,CON436,Expired,2024-03-15 00:00:00,91219,Paid,Urgent invoice
INV01714,2024-01-19,DEF Ltd,Manual,CON942,Active,2024-12-31 00:00:00,85350,Pending,Recurring billing
INV01715,2024-03-09,LMN Pvt,Manual,CON277,Expired,2024-03-15 00:00:00,59431,Paid,Urgent invoice
INV01716,2024-03-14,XYZ Ltd,Manual,CON293,Active,2024-12-31 00:00:00,81543,Overdue,Auto-generated from system
INV01717,2024-01-29,DEF Ltd,Auto,CON452,Expiring,2024-03-31 00:00:00,40383,Pending,High value client
INV01718,2024-01-24,XYZ Ltd,Auto,,No Contract,,70155,Overdue,Manual invoice for adhoc work
INV01719,2024-03-07,XYZ Ltd,Manual,CON941,Expired,2024-03-15 00:00:00,11922,Paid,Urgent invoice
INV01720,2024-03-26,ABC Corp,Manual,CON143,Expired,2024-03-15 00:00:00,42210,Overdue,Late payment expected
INV01721,2024-03-23,DEF Ltd,Auto,CON120,Expiring,2024-03-31 00:00:00,99882,Overdue,Contract billing
INV01722,2024-02-19,DEF Ltd,Auto,CON375,Active,2024-12-31 00:00:00,47890,Pending,Manual invoice for adhoc work
INV01723,2024-03-22,GHI Corp,Auto,CON701,Active,2024-12-31 00:00:00,11218,Paid,High value client
INV01724,2024-02-19,GHI Corp,Auto,CON790,Expired,2024-03-15 00:00:00,35322,Paid,Urgent invoice
INV01725,2024-02-02,DEF Ltd,Manual,,No Contract,,33946,Overdue,Adjustment entry
INV01726,2024-01-14,GHI Corp,Manual,CON337,Expiring,2024-03-31 00:00:00,43431,Paid,Late payment expected
INV01727,2024-01-18,GHI Corp,Auto,CON739,Expiring,2024-03-31 00:00:00,15004,Pending,Adjustment entry
INV01728,2024-01-06,DEF Ltd,Auto,CON455,Active,2024-12-31 00:00:00,75930,Pending,Adjustment entry
INV01729,2024-01-29,XYZ Ltd,Manual,,No Contract,,67287,Pending,Adjustment entry
INV01730,2024-03-28,ABC Corp,Manual,CON159,Expired,2024-03-15 00:00:00,68942,Pending,Adjustment entry
INV01731,2024-01-06,LMN Pvt,Manual,,No Contract,,95674,Paid,Auto-generated from system
INV01732,2024-01-03,GHI Corp,Auto,CON423,Expired,2024-03-15 00:00:00,26600,Paid,Urgent invoice
INV01733,2024-03-03,XYZ Ltd,Manual,,No Contract,,14606,Overdue,Adjustment entry
INV01734,2024-03-11,PQR Inc,Auto,CON741,Expired,2024-03-15 00:00:00,31113,Overdue,Contract billing
INV01735,2024-03-16,LMN Pvt,Manual,CON628,Active,2024-12-31 00:00:00,94728,Paid,Auto-generated from system
INV01736,2024-02-28,ABC Corp,Manual,CON498,Expiring,2024-03-31 00:00:00,87066,Overdue,Urgent invoice
INV01737,2024-01-06,DEF Ltd,Manual,CON683,Expiring,2024-03-31 00:00:00,29056,Overdue,Manual invoice for adhoc work
INV01738,2024-02-26,DEF Ltd,Auto,CON426,Expired,2024-03-15 00:00:00,82999,Pending,High value client
INV01739,2024-03-21,DEF Ltd,Manual,CON208,Active,2024-12-31 00:00:00,12395,Pending,Contract billing
INV01740,2024-02-05,DEF Ltd,Auto,CON868,Active,2024-12-31 00:00:00,82328,Paid,Urgent invoice
INV01741,2024-03-06,DEF Ltd,Auto,CON265,Active,2024-12-31 00:00:00,76555,Paid,Adjustment entry
INV01742,2024-03-03,LMN Pvt,Manual,CON300,Expiring,2024-03-31 00:00:00,87975,Pending,Late payment expected
INV01743,2024-03-29,PQR Inc,Auto,,No Contract,,31494,Overdue,Manual invoice for adhoc work
INV01744,2024-01-13,PQR Inc,Manual,CON603,Expiring,2024-03-31 00:00:00,92641,Overdue,Urgent invoice
INV01745,2024-02-06,PQR Inc,Auto,CON871,Expiring,2024-03-31 00:00:00,44019,Overdue,Urgent invoice
INV01746,2024-03-14,DEF Ltd,Manual,CON502,Active,2024-12-31 00:00:00,70531,Overdue,Manual invoice for adhoc work
INV01747,2024-02-27,PQR Inc,Auto,,No Contract,,54783,Pending,Urgent invoice
INV01748,2024-03-19,PQR Inc,Auto,CON377,Active,2024-12-31 00:00:00,26995,Pending,Adjustment entry
INV01749,2024-03-05,ABC Corp,Manual,CON435,Expired,2024-03-15 00:00:00,90974,Pending,Late payment expected
INV01750,2024-02-21,XYZ Ltd,Auto,CON415,Active,2024-12-31 00:00:00,99460,Paid,Auto-generated from system
INV01751,2024-02-24,LMN Pvt,Auto,CON170,Active,2024-12-31 00:00:00,37289,Paid,Contract billing
INV01752,2024-03-11,GHI Corp,Auto,,No Contract,,33437,Pending,Urgent invoice
INV01753,2024-03-10,DEF Ltd,Auto,CON873,Expiring,2024-03-31 00:00:00,49293,Overdue,Auto-generated from system
INV01754,2024-02-06,GHI Corp,Auto,CON432,Active,2024-12-31 00:00:00,75642,Pending,Manual invoice for adhoc work
INV01755,2024-02-26,LMN Pvt,Manual,CON805,Active,2024-12-31 00:00:00,15400,Pending,Recurring billing
INV01756,2024-02-02,XYZ Ltd,Manual,CON133,Expiring,2024-03-31 00:00:00,24974,Pending,Adjustment entry
INV01757,2024-02-17,LMN Pvt,Manual,CON130,Expired,2024-03-15 00:00:00,96078,Overdue,Urgent invoice
INV01758,2024-03-01,PQR Inc,Manual,,No Contract,,96426,Pending,Urgent invoice
INV01759,2024-02-21,DEF Ltd,Manual,CON893,Active,2024-12-31 00:00:00,12124,Paid,Contract billing
INV01760,2024-01-09,GHI Corp,Auto,CON221,Active,2024-12-31 00:00:00,10997,Overdue,Manual invoice for adhoc work
INV01761,2024-02-26,GHI Corp,Manual,CON695,Expired,2024-03-15 00:00:00,82976,Pending,Urgent invoice
INV01762,2024-03-23,GHI Corp,Auto,CON177,Expiring,2024-03-31 00:00:00,37387,Overdue,High value client
INV01763,2024-02-17,DEF Ltd,Auto,CON964,Active,2024-12-31 00:00:00,51400,Pending,Recurring billing
INV01764,2024-01-16,PQR Inc,Manual,,No Contract,,34111,Overdue,Contract billing
INV01765,2024-02-02,ABC Corp,Auto,CON250,Expired,2024-03-15 00:00:00,17897,Pending,Auto-generated from system
INV01766,2024-02-14,DEF Ltd,Manual,,No Contract,,28268,Paid,Urgent invoice
INV01767,2024-01-20,DEF Ltd,Manual,CON895,Expiring,2024-03-31 00:00:00,43902,Pending,Manual invoice for adhoc work
INV01768,2024-02-20,XYZ Ltd,Manual,,No Contract,,51335,Overdue,Manual invoice for adhoc work
INV01769,2024-03-14,DEF Ltd,Auto,CON407,Expired,2024-03-15 00:00:00,63740,Pending,Auto-generated from system
INV01770,2024-01-27,GHI Corp,Manual,CON521,Active,2024-12-31 00:00:00,87681,Overdue,Manual invoice for adhoc work
INV01771,2024-03-01,GHI Corp,Auto,CON813,Expired,2024-03-15 00:00:00,60406,Paid,Adjustment entry
INV01772,2024-03-11,PQR Inc,Manual,CON856,Expiring,2024-03-31 00:00:00,94766,Overdue,High value client
INV01773,2024-01-19,PQR Inc,Manual,CON447,Expiring,2024-03-31 00:00:00,23222,Paid,Recurring billing
INV01774,2024-02-17,LMN Pvt,Manual,CON658,Expiring,2024-03-31 00:00:00,30600,Overdue,Late payment expected
INV01775,2024-01-17,XYZ Ltd,Auto,,No Contract,,56971,Paid,Auto-generated from system
INV01776,2024-01-14,ABC Corp,Manual,CON288,Expired,2024-03-15 00:00:00,70598,Pending,Adjustment entry
INV01777,2024-01-14,LMN Pvt,Auto,,No Contract,,31832,Pending,Auto-generated from system
INV01778,2024-03-23,PQR Inc,Manual,,No Contract,,82725,Paid,Urgent invoice
INV01779,2024-02-15,LMN Pvt,Manual,CON494,Expiring,2024-03-31 00:00:00,71477,Paid,Adjustment entry
INV01780,2024-01-10,XYZ Ltd,Auto,CON107,Expired,2024-03-15 00:00:00,97802,Overdue,Urgent invoice
INV01781,2024-01-13,PQR Inc,Auto,CON852,Expired,2024-03-15 00:00:00,26352,Pending,Contract billing
INV01782,2024-03-23,LMN Pvt,Auto,CON385,Active,2024-12-31 00:00:00,12853,Paid,Auto-generated from system
INV01783,2024-03-05,LMN Pvt,Manual,CON427,Expired,2024-03-15 00:00:00,83927,Paid,Recurring billing
INV01784,2024-02-08,PQR Inc,Auto,,No Contract,,40543,Paid,Contract billing
INV01785,2024-02-20,DEF Ltd,Auto,CON251,Expiring,2024-03-31 00:00:00,68745,Paid,Late payment expected
INV01786,2024-02-23,XYZ Ltd,Auto,CON956,Expiring,2024-03-31 00:00:00,30662,Paid,Manual invoice for adhoc work
INV01787,2024-03-12,LMN Pvt,Auto,CON371,Expiring,2024-03-31 00:00:00,90140,Pending,Recurring billing
INV01788,2024-02-16,LMN Pvt,Auto,,No Contract,,26693,Pending,Late payment expected
INV01789,2024-01-04,GHI Corp,Auto,CON839,Expiring,2024-03-31 00:00:00,76330,Overdue,Recurring billing
INV01790,2024-02-16,ABC Corp,Manual,CON508,Expired,2024-03-15 00:00:00,71710,Overdue,Late payment expected
INV01791,2024-02-23,GHI Corp,Manual,,No Contract,,14369,Overdue,Late payment expected
INV01792,2024-03-21,PQR Inc,Manual,CON382,Expiring,2024-03-31 00:00:00,90051,Paid,High value client
INV01793,2024-03-14,ABC Corp,Auto,CON948,Expiring,2024-03-31 00:00:00,94083,Overdue,Manual invoice for adhoc work
INV01794,2024-03-12,DEF Ltd,Auto,CON793,Expiring,2024-03-31 00:00:00,43262,Overdue,Auto-generated from system
INV01795,2024-02-04,LMN Pvt,Manual,CON692,Active,2024-12-31 00:00:00,62882,Pending,High value client
INV01796,2024-01-15,LMN Pvt,Auto,CON906,Active,2024-12-31 00:00:00,67797,Overdue,Urgent invoice
INV01797,2024-01-21,PQR Inc,Auto,,No Contract,,28895,Overdue,Late payment expected
INV01798,2024-02-25,LMN Pvt,Auto,,No Contract,,70797,Pending,Late payment expected
INV01799,2024-02-25,GHI Corp,Auto,CON682,Expiring,2024-03-31 00:00:00,32463,Paid,High value client
INV01800,2024-02-10,PQR Inc,Manual,CON955,Expiring,2024-03-31 00:00:00,71086,Overdue,Manual invoice for adhoc work
INV01801,2024-03-17,GHI Corp,Manual,,No Contract,,48059,Paid,Adjustment entry
INV01802,2024-01-20,GHI Corp,Manual,,No Contract,,52103,Paid,Contract billing
INV01803,2024-03-08,DEF Ltd,Manual,CON152,Expiring,2024-03-31 00:00:00,96067,Paid,Urgent invoice
INV01804,2024-01-16,LMN Pvt,Auto,CON710,Active,2024-12-31 00:00:00,25954,Pending,Recurring billing
INV01805,2024-02-18,PQR Inc,Auto,CON675,Expiring,2024-03-31 00:00:00,61224,Pending,Urgent invoice
INV01806,2024-03-13,ABC Corp,Auto,CON818,Expired,2024-03-15 00:00:00,73924,Overdue,Manual invoice for adhoc work
INV01807,2024-03-11,XYZ Ltd,Auto,CON779,Expiring,2024-03-31 00:00:00,20223,Overdue,Manual invoice for adhoc work
INV01808,2024-01-17,GHI Corp,Manual,CON902,Expired,2024-03-15 00:00:00,40755,Overdue,Auto-generated from system
INV01809,2024-01-13,XYZ Ltd,Auto,CON327,Expiring,2024-03-31 00:00:00,15639,Paid,Recurring billing
INV01810,2024-02-22,DEF Ltd,Auto,CON634,Expired,2024-03-15 00:00:00,13889,Overdue,Recurring billing
INV01811,2024-02-20,XYZ Ltd,Manual,CON268,Expired,2024-03-15 00:00:00,15967,Overdue,High value client
INV01812,2024-03-28,DEF Ltd,Auto,CON660,Expiring,2024-03-31 00:00:00,97342,Overdue,Manual invoice for adhoc work
INV01813,2024-03-17,GHI Corp,Auto,,No Contract,,65420,Paid,Contract billing
INV01814,2024-02-02,DEF Ltd,Manual,CON205,Expired,2024-03-15 00:00:00,38004,Paid,Adjustment entry
INV01815,2024-01-08,GHI Corp,Auto,CON332,Active,2024-12-31 00:00:00,19466,Pending,Adjustment entry
INV01816,2024-03-05,PQR Inc,Manual,CON392,Expired,2024-03-15 00:00:00,32650,Overdue,Late payment expected
INV01817,2024-02-29,DEF Ltd,Manual,,No Contract,,13729,Paid,Auto-generated from system
INV01818,2024-01-27,PQR Inc,Manual,CON911,Expired,2024-03-15 00:00:00,80290,Pending,Auto-generated from system
INV01819,2024-01-31,ABC Corp,Manual,,No Contract,,79786,Paid,Auto-generated from system
INV01820,2024-03-06,XYZ Ltd,Auto,CON344,Expiring,2024-03-31 00:00:00,58481,Paid,Manual invoice for adhoc work
INV01821,2024-02-25,GHI Corp,Manual,CON858,Expired,2024-03-15 00:00:00,35168,Paid,High value client
INV01822,2024-01-16,ABC Corp,Auto,,No Contract,,57458,Overdue,Adjustment entry
INV01823,2024-03-30,XYZ Ltd,Manual,CON319,Expired,2024-03-15 00:00:00,55906,Paid,Manual invoice for adhoc work
INV01824,2024-01-05,ABC Corp,Auto,CON574,Active,2024-12-31 00:00:00,67065,Paid,Auto-generated from system
INV01825,2024-02-27,ABC Corp,Manual,,No Contract,,40624,Paid,Urgent invoice
INV01826,2024-03-09,GHI Corp,Auto,,No Contract,,73797,Overdue,Recurring billing
INV01827,2024-01-31,GHI Corp,Auto,CON879,Expiring,2024-03-31 00:00:00,84292,Overdue,High value client
INV01828,2024-02-05,ABC Corp,Manual,CON713,Expired,2024-03-15 00:00:00,94238,Overdue,Urgent invoice
INV01829,2024-03-07,GHI Corp,Manual,CON416,Expiring,2024-03-31 00:00:00,39992,Pending,Recurring billing
INV01830,2024-02-13,DEF Ltd,Manual,CON693,Active,2024-12-31 00:00:00,60672,Paid,Urgent invoice
INV01831,2024-02-18,DEF Ltd,Manual,,No Contract,,66087,Pending,Urgent invoice
INV01832,2024-02-02,DEF Ltd,Manual,,No Contract,,67805,Pending,Urgent invoice
INV01833,2024-02-18,GHI Corp,Manual,,No Contract,,32873,Paid,Urgent invoice
INV01834,2024-03-19,PQR Inc,Auto,CON927,Expiring,2024-03-31 00:00:00,63900,Pending,Manual invoice for adhoc work
INV01835,2024-03-23,PQR Inc,Auto,,No Contract,,82717,Pending,Contract billing
INV01836,2024-03-24,GHI Corp,Manual,CON705,Active,2024-12-31 00:00:00,19821,Paid,Manual invoice for adhoc work
INV01837,2024-02-05,ABC Corp,Manual,,No Contract,,41821,Pending,Urgent invoice
INV01838,2024-01-14,XYZ Ltd,Manual,CON154,Expired,2024-03-15 00:00:00,80605,Paid,Contract billing
INV01839,2024-01-25,LMN Pvt,Auto,,No Contract,,83511,Pending,Late payment expected
INV01840,2024-03-08,GHI Corp,Manual,,No Contract,,54322,Paid,Auto-generated from system
INV01841,2024-03-18,GHI Corp,Manual,,No Contract,,59613,Pending,Urgent invoice
INV01842,2024-01-21,PQR Inc,Auto,,No Contract,,17038,Overdue,Contract billing
INV01843,2024-01-03,LMN Pvt,Auto,CON293,Active,2024-12-31 00:00:00,99987,Pending,Recurring billing
INV01844,2024-01-12,XYZ Ltd,Auto,,No Contract,,97561,Pending,Auto-generated from system
INV01845,2024-02-12,DEF Ltd,Auto,CON737,Active,2024-12-31 00:00:00,91748,Paid,Contract billing
INV01846,2024-02-13,DEF Ltd,Auto,CON501,Active,2024-12-31 00:00:00,68951,Pending,Manual invoice for adhoc work
INV01847,2024-02-20,ABC Corp,Auto,CON251,Active,2024-12-31 00:00:00,56629,Paid,Urgent invoice
INV01848,2024-02-28,ABC Corp,Manual,CON821,Expired,2024-03-15 00:00:00,11659,Pending,Recurring billing
INV01849,2024-03-22,ABC Corp,Auto,CON560,Active,2024-12-31 00:00:00,27600,Paid,Manual invoice for adhoc work
INV01850,2024-01-28,XYZ Ltd,Auto,CON190,Expiring,2024-03-31 00:00:00,22194,Overdue,Late payment expected
INV01851,2024-02-04,PQR Inc,Manual,CON865,Expiring,2024-03-31 00:00:00,57836,Overdue,Recurring billing
INV01852,2024-01-04,DEF Ltd,Manual,CON784,Active,2024-12-31 00:00:00,29405,Overdue,Adjustment entry
INV01853,2024-02-03,GHI Corp,Manual,,No Contract,,72906,Overdue,Manual invoice for adhoc work
INV01854,2024-02-12,PQR Inc,Auto,,No Contract,,52213,Overdue,Urgent invoice
INV01855,2024-01-06,XYZ Ltd,Manual,CON894,Expired,2024-03-15 00:00:00,17066,Paid,Urgent invoice
INV01856,2024-02-15,ABC Corp,Auto,,No Contract,,97185,Overdue,Recurring billing
INV01857,2024-02-08,ABC Corp,Manual,,No Contract,,52477,Paid,Late payment expected
INV01858,2024-01-29,GHI Corp,Auto,CON290,Active,2024-12-31 00:00:00,27316,Pending,Adjustment entry
INV01859,2024-03-13,GHI Corp,Auto,CON210,Active,2024-12-31 00:00:00,86639,Overdue,Recurring billing
INV01860,2024-02-03,GHI Corp,Manual,CON401,Active,2024-12-31 00:00:00,50274,Pending,Recurring billing
INV01861,2024-02-23,LMN Pvt,Manual,CON255,Expired,2024-03-15 00:00:00,35370,Paid,Recurring billing
INV01862,2024-02-20,DEF Ltd,Auto,CON705,Active,2024-12-31 00:00:00,13959,Pending,Urgent invoice
INV01863,2024-02-11,PQR Inc,Manual,CON373,Expiring,2024-03-31 00:00:00,32578,Paid,Contract billing
INV01864,2024-01-16,DEF Ltd,Auto,CON946,Expiring,2024-03-31 00:00:00,28687,Pending,Adjustment entry
INV01865,2024-01-22,LMN Pvt,Manual,CON854,Expiring,2024-03-31 00:00:00,93512,Paid,High value client
INV01866,2024-02-29,ABC Corp,Manual,,No Contract,,27974,Paid,Urgent invoice
INV01867,2024-03-03,ABC Corp,Manual,CON528,Active,2024-12-31 00:00:00,80478,Overdue,Auto-generated from system
INV01868,2024-03-05,DEF Ltd,Manual,CON809,Active,2024-12-31 00:00:00,27177,Overdue,Late payment expected
INV01869,2024-01-27,GHI Corp,Manual,CON931,Expiring,2024-03-31 00:00:00,52082,Overdue,Late payment expected
INV01870,2024-01-12,LMN Pvt,Auto,,No Contract,,37685,Paid,Contract billing
INV01871,2024-02-07,XYZ Ltd,Manual,CON841,Active,2024-12-31 00:00:00,33696,Paid,Recurring billing
INV01872,2024-01-18,ABC Corp,Auto,CON265,Expired,2024-03-15 00:00:00,27903,Paid,Contract billing
INV01873,2024-03-13,ABC Corp,Manual,CON122,Active,2024-12-31 00:00:00,60668,Overdue,High value client
INV01874,2024-01-19,GHI Corp,Auto,CON522,Expired,2024-03-15 00:00:00,41661,Pending,Auto-generated from system
INV01875,2024-02-19,PQR Inc,Manual,,No Contract,,46025,Overdue,Late payment expected
INV01876,2024-03-26,DEF Ltd,Auto,,No Contract,,87192,Overdue,High value client
INV01877,2024-03-17,GHI Corp,Manual,CON573,Expiring,2024-03-31 00:00:00,62474,Pending,Manual invoice for adhoc work
INV01878,2024-01-08,PQR Inc,Auto,CON654,Expiring,2024-03-31 00:00:00,35835,Pending,Contract billing
INV01879,2024-01-31,ABC Corp,Manual,,No Contract,,25233,Paid,Contract billing
INV01880,2024-02-14,DEF Ltd,Manual,CON984,Expiring,2024-03-31 00:00:00,31346,Overdue,High value client
INV01881,2024-01-06,PQR Inc,Auto,CON797,Active,2024-12-31 00:00:00,58328,Pending,Adjustment entry
INV01882,2024-02-28,GHI Corp,Manual,CON967,Expiring,2024-03-31 00:00:00,22857,Paid,Manual invoice for adhoc work
INV01883,2024-01-09,GHI Corp,Auto,,No Contract,,48862,Pending,Recurring billing
INV01884,2024-03-18,GHI Corp,Auto,CON922,Active,2024-12-31 00:00:00,88766,Overdue,Recurring billing
INV01885,2024-01-09,DEF Ltd,Auto,CON919,Active,2024-12-31 00:00:00,57475,Pending,Auto-generated from system
INV01886,2024-02-04,PQR Inc,Manual,CON363,Expired,2024-03-15 00:00:00,11286,Pending,Auto-generated from system
INV01887,2024-03-26,GHI Corp,Manual,CON821,Expiring,2024-03-31 00:00:00,61630,Overdue,Adjustment entry
INV01888,2024-01-16,DEF Ltd,Manual,CON447,Active,2024-12-31 00:00:00,34680,Pending,Recurring billing
INV01889,2024-01-31,ABC Corp,Manual,CON420,Expiring,2024-03-31 00:00:00,77804,Paid,Urgent invoice
INV01890,2024-02-26,XYZ Ltd,Manual,CON889,Active,2024-12-31 00:00:00,64091,Overdue,Auto-generated from system
INV01891,2024-02-19,LMN Pvt,Auto,CON266,Expired,2024-03-15 00:00:00,13657,Overdue,Auto-generated from system
INV01892,2024-01-07,PQR Inc,Auto,CON799,Expired,2024-03-15 00:00:00,14329,Pending,Adjustment entry
INV01893,2024-03-30,GHI Corp,Manual,,No Contract,,93984,Paid,Late payment expected
INV01894,2024-01-02,DEF Ltd,Auto,CON787,Expiring,2024-03-31 00:00:00,97287,Pending,Auto-generated from system
INV01895,2024-03-26,ABC Corp,Auto,,No Contract,,23392,Overdue,Recurring billing
INV01896,2024-01-07,PQR Inc,Auto,,No Contract,,59451,Overdue,Urgent invoice
INV01897,2024-01-07,GHI Corp,Auto,CON970,Expiring,2024-03-31 00:00:00,61952,Paid,Urgent invoice
INV01898,2024-03-26,XYZ Ltd,Manual,CON528,Expiring,2024-03-31 00:00:00,24039,Pending,Contract billing
INV01899,2024-01-02,XYZ Ltd,Auto,CON714,Active,2024-12-31 00:00:00,51783,Overdue,Contract billing
INV01900,2024-03-29,PQR Inc,Manual,CON486,Active,2024-12-31 00:00:00,25376,Overdue,Late payment expected
INV01901,2024-02-17,GHI Corp,Auto,,No Contract,,97778,Paid,Urgent invoice
INV01902,2024-02-16,LMN Pvt,Auto,,No Contract,,83905,Paid,Manual invoice for adhoc work
INV01903,2024-02-25,GHI Corp,Manual,CON839,Expired,2024-03-15 00:00:00,88798,Pending,Late payment expected
INV01904,2024-03-05,XYZ Ltd,Auto,,No Contract,,17802,Pending,Adjustment entry
INV01905,2024-01-27,ABC Corp,Auto,,No Contract,,29014,Paid,Urgent invoice
INV01906,2024-01-05,XYZ Ltd,Manual,CON469,Active,2024-12-31 00:00:00,13512,Overdue,Adjustment entry
INV01907,2024-01-24,LMN Pvt,Manual,CON776,Active,2024-12-31 00:00:00,94954,Paid,Manual invoice for adhoc work
INV01908,2024-01-08,DEF Ltd,Manual,CON399,Expired,2024-03-15 00:00:00,83071,Paid,Adjustment entry
INV01909,2024-03-26,XYZ Ltd,Manual,CON343,Active,2024-12-31 00:00:00,96479,Paid,Auto-generated from system
INV01910,2024-01-30,XYZ Ltd,Auto,CON630,Active,2024-12-31 00:00:00,77156,Paid,Late payment expected
INV01911,2024-03-25,DEF Ltd,Auto,,No Contract,,22204,Paid,Recurring billing
INV01912,2024-03-11,ABC Corp,Auto,CON937,Expiring,2024-03-31 00:00:00,97681,Overdue,Urgent invoice
INV01913,2024-01-05,DEF Ltd,Auto,CON449,Expiring,2024-03-31 00:00:00,95180,Paid,Contract billing
INV01914,2024-02-11,GHI Corp,Auto,CON512,Expired,2024-03-15 00:00:00,54040,Overdue,Recurring billing
INV01915,2024-01-25,GHI Corp,Manual,CON172,Expired,2024-03-15 00:00:00,19236,Pending,Late payment expected
INV01916,2024-01-29,ABC Corp,Auto,CON779,Expired,2024-03-15 00:00:00,30096,Paid,Manual invoice for adhoc work
INV01917,2024-03-05,XYZ Ltd,Manual,CON415,Expiring,2024-03-31 00:00:00,97812,Paid,Late payment expected
INV01918,2024-03-30,DEF Ltd,Manual,CON622,Expiring,2024-03-31 00:00:00,78078,Overdue,High value client
INV01919,2024-01-31,PQR Inc,Auto,CON521,Expired,2024-03-15 00:00:00,53201,Paid,Recurring billing
INV01920,2024-01-25,LMN Pvt,Auto,,No Contract,,58566,Overdue,Urgent invoice
INV01921,2024-03-12,PQR Inc,Manual,CON629,Expired,2024-03-15 00:00:00,83667,Pending,Auto-generated from system
INV01922,2024-03-20,XYZ Ltd,Manual,CON268,Expired,2024-03-15 00:00:00,73788,Paid,Late payment expected
INV01923,2024-01-19,GHI Corp,Auto,CON614,Active,2024-12-31 00:00:00,16641,Pending,Urgent invoice
INV01924,2024-01-14,ABC Corp,Auto,CON745,Active,2024-12-31 00:00:00,27223,Pending,Urgent invoice
INV01925,2024-01-01,XYZ Ltd,Auto,CON321,Expiring,2024-03-31 00:00:00,37215,Overdue,High value client
INV01926,2024-02-19,XYZ Ltd,Manual,,No Contract,,46126,Pending,Adjustment entry
INV01927,2024-02-10,GHI Corp,Auto,CON360,Active,2024-12-31 00:00:00,32218,Paid,Auto-generated from system
INV01928,2024-02-05,LMN Pvt,Manual,CON411,Active,2024-12-31 00:00:00,96219,Paid,Urgent invoice
INV01929,2024-01-17,XYZ Ltd,Manual,,No Contract,,92418,Pending,Adjustment entry
INV01930,2024-03-18,XYZ Ltd,Manual,,No Contract,,15630,Paid,High value client
INV01931,2024-03-16,XYZ Ltd,Manual,,No Contract,,88930,Paid,Contract billing
INV01932,2024-03-10,GHI Corp,Manual,CON117,Active,2024-12-31 00:00:00,30773,Overdue,Contract billing
INV01933,2024-02-20,LMN Pvt,Manual,CON165,Active,2024-12-31 00:00:00,13577,Paid,Adjustment entry
INV01934,2024-01-30,XYZ Ltd,Manual,,No Contract,,21095,Paid,Auto-generated from system
INV01935,2024-03-14,XYZ Ltd,Auto,,No Contract,,38562,Overdue,Auto-generated from system
INV01936,2024-02-11,PQR Inc,Manual,CON871,Active,2024-12-31 00:00:00,28728,Overdue,Urgent invoice
